,tweets,clean_tweet
129,"Pelepasan distribusi minyak goreng ini dipimpin Gubernur Jatim Khofifah Indar Parawansa, di Halaman Gedung Negara Grahadi.",pelepasan distribusi minyak goreng dipimpin gubernur jatim khofifah indar parawansa halaman gedung negara grahadi
130,Aku mau jg dikasih minyak goreng kasian mamaku tiap beli keabisan mulu wkwkwkwk https://t.co/bAskdjFuST,dikasih minyak goreng kasian mamaku beli keabisan mulu wkwkwkwk
131,"@collegemenfess Stok minyak goreng melimpah tapi langka di pasaran, polemik TOA, IKN, wacana penundaan pilpres, dll",stok minyak goreng melimpah langka pasaran polemik toa ikn wacana penundaan pilpres dll
132,Rejeki emak buat beli minyak goreng❤,rejeki emak beli minyak goreng
133,"@Paltiwest Urusin dl aja minyak goreng, ga usah kmn2 alihin isu njing",urusin dl minyak goreng kmn alihin isu njing
134,"Eh, mau tanya dong, kan minyak goreng langka dan mahal ya skrg, kalian yg ngekos atau tinggal sendiri tuh gimana? Terpengaruh gak? Maksudnya fenomena migo ini berdampak gak ke kalian?",eh minyak goreng langka mahal iya skrg ngekos tinggal tuh gimana terpengaruh maksudnya fenomena migo berdampak
135,"Khofifah mengatakan Pemprov Jatim secara bertahap akan mendistribusikan minyak goreng ke 38 kabupaten/kota di Jatim. Jadi, lanjutnya, di tahap satu ini diberangkatkan ke 17 kabupaten/kota. Tahap kedua untuk 21 kabupaten/kota lainnya.",khofifah pemprov jatim bertahap mendistribusikan minyak goreng kabupaten kota jatim tahap diberangkatkan kabupaten kota tahap kabupaten kota
136,"Pisang goreng dan bakwan goreng adalah gorengan
Kalau minyak goreng termasuk gorengan ga?",pisang goreng bakwan goreng gorengan minyak goreng gorengan
137,@gentsemane itu minyak goreng apa coca cola,minyak goreng coca cola
138,emerintah Provinsi (Pemprov) Jawa Timur (Jatim) menggelontorkan 3.500 ton minyak goreng (migor) untuk para pedagang pasar tradisional di 17 Kabupaten/Kota di Jatim. Selanjutnya para pedagang diharuskan menjual langsung.,emerintah provinsi pemprov jawa timur jatim menggelontorkan ton minyak goreng migor pedagang pasar tradisional kabupaten kota jatim pedagang diharuskan menjual langsung
139,Dalam waktu dekat ini Pemprov akan kembali mendistribusikan minyak goreng kemasan sebanyak 4.000 ton lagi.,pemprov mendistribusikan minyak goreng kemasan ton
140,@jswngchan MINYAK GORENG GULA CABE MAHAL SEMUA STRES,minyak goreng gula cabe mahal stres
141,"@RomitsuT Tdk butuh penjelasan ini, kami rakyat butuh minyak goreng",tdk butuh penjelasan rakyat butuh minyak goreng
142,"Telornya kuning, pake minyak goreng ayam kuning kemarin (?) Hemat minyak. 

Nasi goreng kampung kalau kata orang rumah mah. https://t.co/FIbM2isH2G",telornya kuning pake minyak goreng ayam kuning kemarin hemat minyak nasi goreng kampung orang rumah mah
143,"“Besok (Jumat, 4/3), akan dilakukan pengiriman tahap kedua ke beberapa daerah lain. Dalam waktu dekat datang lagi 4.000 ton minyak goreng agar semakin mempercepat ketersediaan dan distribusi minyak goreng,” urainya lagi.khofifah",besok jumat pengiriman tahap daerah ton minyak goreng mempercepat ketersediaan distribusi minyak goreng urainya khofifah
144,"RAKYATNYA DIBUAT MENDERITA LALU MINTA TUNDA PEMILU DAN 3 PERIODE. SITU WARAS??

Peni Menangis Histeris Tak Dapat Minyak Goreng meski Antre Sejak Pagi, Usaha Gorengannya Gulung Tikar

Klik link untuk baca: https://t.co/RuUzXCBQqK",rakyatnya menderita tunda pemilu periode situ waras peni menangis histeris minyak goreng antre pagi usaha gorengannya gulung tikar klik link baca
145,"@collegemenfess kelangkaan minyak goreng, naiknya harga kedelai dan daging👍",kelangkaan minyak goreng naiknya harga kedelai daging
146,"@Fadim98171431 @LDyantomy @sangamei @arifinsyarif13 @pikiran_rakyat Nemu ditweet sebelah bong, kau banget kayaknya. 
Beli minyak goreng pake KTP bong, dataang kau ke Riau, ntar kabupatrnnya nyusul aku kasih tau. Itupun cuma dpt sekilo. https://t.co/OwRtDPABGB",rakyat nemu ditweet sebelah bong kau banget kayaknya beli minyak goreng pake ktp bong dataang kau riau ntar kabupatrnnya nyusul kasih tau itupun dpt sekilo
147,"Ya allah nyari minyak goreng begini amat, kesana-kesini gak ada semua 😭",iya allah nyari minyak goreng kesana kesini
148,Menekan kelangkaan minyak goreng di pasaran Pemprov Jatim mendistribuskan 3.500 ton minyak kemasan.,menekan kelangkaan minyak goreng pasaran pemprov jatim mendistribuskan ton minyak kemasan
149,"@collegemenfess Kelangkaan minyak goreng, oknum afiliator, buzzer, toa masjid",kelangkaan minyak goreng oknum afiliator buzzer toa masjid
150,"Sebagai rakyat biasa, sudah nggak bisa paham fenomena kelangkaan minyak goreng. Dan sekarang kenapa jadi banyak sekali merek minyak goreng ya?",rakyat nggak paham fenomena kelangkaan minyak goreng merek minyak goreng iya
151,Kangen harga dan stok minyak goreng normal 😭😭😭😭🤧🤧🤧🤧💔💔💔,kangen harga stok minyak goreng normal
152,3.500 ton minyak goreng digelontorkan oleh Pemprov Jatim ke-38 Kabupaten Kota.,ton minyak goreng digelontorkan pemprov jatim kabupaten kota
153,"“Di dalamnya (paket sembako) ada minyak goreng jga. Jadi, jgn sampai istri tanya kenapa mengantar minyak goreng tapi tdk ada yang dibawa pulang sama sekali? Nah, yang di dlm tas sembako itu titip untuk istri masing"",” kata khofifah",dalamnya paket sembako minyak goreng jga jgn istri mengantar minyak goreng tdk dibawa pulang dlm tas sembako titip istri khofifah
154,"@tvOneNews Di daerah yang berlimpah kebun kelapa sawit, sampai antri buat beli minyak goreng yang asalnya dari kelapa sawit",daerah berlimpah kebun kelapa sawit antri beli minyak goreng asalnya kelapa sawit
155,"Nongkrang nongkrong nongkrang nongkrong
Mak lu noh ngantri minyak goreng",nongkrang nongkrong nongkrang nongkrong mak lu noh ngantri minyak goreng
156,"@RamliRizal PEJABAT YANG BILANG AMAN UNTUK MINYAK GORENG ITU SETELAH LIHAT ISI DAPUR DI RUMAH NYA, BUKAN TURUN KE LAPANGAN BERTEMU RAKYAT.

PEJABAT SAAT INI KETEMU RAKYAT JIKA DEKAT WAKTU PEMILU.

DAN MINYAK GORENG ADALAH SENJATA TUK DEKETIN RAKYAT.

FAKTA DAN NYATA.",pejabat bilang aman minyak goreng lihat isi dapur rumah nya turun lapangan bertemu rakyat pejabat ketemu rakyat pemilu minyak goreng senjata tuk deketin rakyat fakta nyata
157,"“Harapannya warga penjual gorengan bisa aman, lalu katering, termasuk para ibu rumah tangga bisa aman mendapatkan minyak goreng,” kata Gubernur Khofifah.",harapannya warga penjual gorengan aman katering rumah tangga aman minyak goreng gubernur khofifah
158,"Ya Allah ... Ini emak2 kasian amat ya. Hanya untuk minyak goreng sampai ricuh gini... Betapa amburadulnya sistem hari ini

#IslamMuliakanPerempuan https://t.co/V2AFB5hgov",iya allah emak kasian iya minyak goreng ricuh gini betapa amburadulnya sistem islammuliakanperempuan
159,Pemerintah Provinsi Jawa Timur menggelontorkan 3.500 ton minyak goreng yang diperuntukkan bagi para pedagang pasar tradisional di 17 kabupaten/ kota di Jatim.,pemerintah provinsi jawa timur menggelontorkan ton minyak goreng diperuntukkan pedagang pasar tradisional kabupaten kota jatim
160,"Cukup minyak goreng aja yang jual mahal, kamu jangan.",minyak goreng jual mahal
161,"Demi seliter minyak goreng, Kesian emak emak, kesian juga karyawan @Indomaret. 
😥 https://t.co/xhxiko6wgs",seliter minyak goreng kesian emak emak kesian karyawan
162,Sumatera pusat perkebunan sawit terbesar di indonesia tapi minyak goreng saja sampai antri dan sangat di sayangkan sampai terjadi kericuhan bagaimana ini kinerja pemerintah khususnya @Kemendag @MendagLutfi dalam mengatur distribusi migor yg msh langka di pasaran. https://t.co/bX11uM7aNw,sumatera pusat perkebunan sawit terbesar indonesia minyak goreng antri sayangkan kericuhan kinerja pemerintah mengatur distribusi migor msh langka pasaran
163,Begini proses pembelian Minyak Goreng zaman now #minyakgoreng https://t.co/0alt15BL4E,proses pembelian minyak goreng zaman now minyakgoreng
164,@kompascom Menteri yg gak mampu sebaik di pecat saja pak @jokowi  mengatasi minyak goreng saja tidak mampu,menteri pecat mengatasi minyak goreng
165,"@jokowi @mohmahfudmd nggak usah komentar tentang luar negeri, urusin dulu ini minyak goreng https://t.co/7K5PlLVGks",nggak komentar negeri urusin minyak goreng
166,"Mengsedih itu ketika mau makan @indofood indomie goreng cuma dapet bumbu sama bawang aja gak dapat kecap, saos ama minyaknya. kalo dipakein kecap ama saos dan minyak lainnya jd gak otentik rasanya 😭 https://t.co/rPJQZsrZl4",mengsedih makan indomie goreng dapet bumbu bawang kecap saos ama minyaknya dipakein kecap ama saos minyak otentik
167,"Menurut Gubernur jatim , pengiriman minyak goreng ini juga bagian dari proses panjang dan keseriusan pemerintah untuk menjaga stok di pasar atau di tingkat konsumen.",gubernur jatim pengiriman minyak goreng proses keseriusan pemerintah menjaga stok pasar tingkat konsumen
168,@tanyakanrl oh varian baru ya? minyak goreng tinta,oh varian iya minyak goreng tinta
169,@FOODFESS2 Di luwes juga gitu kalo beli minyak goreng harus beli barang yg laen,luwes gitu beli minyak goreng beli barang laen
170,"@VennyIrwan Sebenerna minyak goreng ga ada sama sekali, atau ada di toko sembako dengan harga pasaran yg lebih tinggi?
Sampai kudu ngantri dari subuh",sebenerna minyak goreng toko sembako harga pasaran kudu ngantri subuh
171,"@CoitusBrutal Kapan kapan nyoba yuk, ayam goreng minyak bumi @__xiiaaoo @wimonga",nyoba yuk ayam goreng minyak bumi xiiaaoo
172,Khofifah akan memastikan bahwa proses distribusi minyak goreng curah tepat sasaran.,khofifah proses distribusi minyak goreng curah sasaran
173,"pagi-pagi gini ibu udah berencana untuk berburu minyak goreng, ngajak-ngajak katanya biar dapet banyak",pagi pagi gini berencana berburu minyak goreng ngajak ngajak biar dapet
174,Antrian pembeli minyak goreng pagi ini di Yogya Plaza Cimahi 😭 stress bgt nyari minyak ga dapet2 https://t.co/nw6cF3fSAi,antrian pembeli minyak goreng pagi yogya plaza cimahi stress bgt nyari minyak dapet
175,Sebanyak 3.500 ton minyak goreng untuk para pedagang di berbagai daerah di wilayah sekitar untuk selanjutnya didistribusikan ke konsumen dikirim langsung oleh Pemerintah Provinsi Jawa Timur.,ton minyak goreng pedagang daerah wilayah didistribusikan konsumen dikirim langsung pemerintah provinsi jawa timur
176,"Di daerahku Alhamdulillah nggak ada yang ngantri untuk beli minyak goreng. 

Di mini market banyak tersedia, bahkan di warung2 tetangga juga ada. 

Minyak curah juga gampang di dapat, tanpa perlu antri kek di daerah2 lain. 

Walaupun harganya di atas 14 rb perhari liter.",daerahku alhamdulillah nggak ngantri beli minyak goreng mini market tersedia warung tetangga minyak curah gampang antri kek daerah harganya rb perhari liter
177,"#AcehTengah 

Harga minyak goreng curah di Takengon dalam beberapa hari terakhir turun

https://t.co/rwalK72rA6",acehtengah harga minyak goreng curah takengon turun
178,ternyata tidak semua warga yang ikut antre tersebut tidak memiliki persediaan minyak goreng di rumahnya. https://t.co/gUnm157eQG,warga antre memiliki persediaan minyak goreng rumahnya
179,"“Di dalamnya ada sembako ada minyak goreng juga, jadi jangan sampai istri tanya kenapa mengantar minyak goreng tapi tidak dapat minyaknya?” kata khofifah",dalamnya sembako minyak goreng istri mengantar minyak goreng minyaknya khofifah
180,"@_misotare Ye. Double fry. All korean fried chicken mmg mcm tu. Goreng kali pertama on medium heat bg ayam masak. Lepastu keluar dari minyak, up heat, goreng kali kedua utk crispy. Maangchi ada ajar.",misotare ye double fry all korean fried chicken mmg mcm tu goreng kali on medium heat bg ayam masak lepastu minyak up heat goreng kali utk crispy maangchi ajar
181,"""Saya harus setop jualan goreng karena tidak ada minyak goreng. Jangankan yang murah, minyak goreng memang tidak ada,"" keluh Peni.
https://t.co/SIwbRAx8eL",setop jualan goreng minyak goreng murah minyak goreng keluh peni
182,"Di hadapan masyarakat yang mengantri minyak goreng, Khofifah mengungkapkan bahwa dalam beberapa hari ke depan stok minyak goreng yang tersubsidi oleh pemerintah akan datang lagi.",hadapan masyarakat mengantri minyak goreng khofifah stok minyak goreng tersubsidi pemerintah
183,"Subuh2 ngantri minyak goreng
#MinyakGoreng
#Garut https://t.co/xPAQABqtBv",subuh ngantri minyak goreng minyakgoreng garut
184,"""Ketika minyak goreng masih dalam proses stabilisasi distribusinya agar lancar maka kami minta bupati/wali kota tetap menggelar operasi minyak goreng,"" ujar khofifah.",minyak goreng proses stabilisasi distribusinya lancar bupati wali kota menggelar operasi minyak goreng khofifah
185,@gulalilemon Asal ga minyak goreng nun,minyak goreng nun
186,"Hari ini ditugaskan membeli minyak goreng, tapi ku bilang mandi dulu, sampai disana sudah habis.

Kecewa sekali raut Ibu-ibu yang sudah berdesak-desakan.",ditugaskan membeli minyak goreng ku bilang mandi disana habis kecewa raut berdesak desakan
187,-rek kalian yg pernah beli minyak goreng refiil online gitu dipacking aman ta? aku mau pesen takut bocor,rek beli minyak goreng refiil online gitu dipacking aman ta pesen takut bocor
188,Emang minyak goreng di pasar ga ada yang jual kah? Sampe nyerbu kek gini :( mana mah brutal pula :( https://t.co/qBn6ympasQ,emang minyak goreng pasar jual kah sampe nyerbu kek gini mah brutal
189,@rizalyose1980 @LDyantomy @sangamei @arifinsyarif13 @pikiran_rakyat Kam sdh di atasi noo gk sampai berlarut2.. Emang jaman sby berminggu2 ..msh bs nemuin minyak goreng kan di warung..psr..minimarket..,rakyat kam sdh atasi noo gk berlarut emang jaman sby berminggu msh bs nemuin minyak goreng warung psr minimarket
190,"Sambil terisak, Peni menyebutkan, dua minggu ini usaha jualan gorengannya terpaksa tutup. https://t.co/OvRWFQybr0",terisak peni minggu usaha jualan gorengannya terpaksa tutup
191,@Cuvankjol Kirain minyak goreng 😀,kirain minyak goreng
192,@Android_AK_47 @rullytanggo Hahahaaa 😂😂😂 sok tau kau bahlul. Apakah mereka pernah campuri urusa indonesia yg kehabisan minyak goreng dll sampai kau begitu sibuk utk campuri urusan dlm negri org lain. Kau urus sja rumah tangga kau✌,hahahaaa sok tau kau bahlul campuri urusa indonesia kehabisan minyak goreng dll kau sibuk utk campuri urusan dlm negri org kau urus sja rumah tangga kau
193,"Pembagian itu merupakan bentuk apresiasi Gubernur Khofifah terhadap seluruh staf yang ikut menyukseskan kebijakan ini, sehingga minyak goreng bisa sampai ke masyarakat yang dituju.",pembagian bentuk apresiasi gubernur khofifah staf menyukseskan kebijakan minyak goreng masyarakat dituju
194,"@NovalAssegaf @mohmahfudmd Malu itu sdh seperti minyak goreng bib...langka, hilang dan mahal 😂",malu sdh minyak goreng bib langka hilang mahal
195,"@Baskaraaa_ mowninggg have a nice day bas baru melek udah disuruh emak beli minyak goreng:""",mowninggg have nice day bas melek disuruh emak beli minyak goreng
196,"Sementara itu, Pemprov Jatim saat ini sedang fokus menggelontorkan minyak goreng dalam kemasan ke pedagang di seluruh kabupaten/kota di wilayah setempat.",pemprov jatim fokus menggelontorkan minyak goreng kemasan pedagang kabupaten kota wilayah
197,"Di sisi lain, pada kesempatan tersebut Gubernur Khofifah turut membagikan paket sembako kepada para pengemudi truk yang bertugas mengirimkan minyak goreng ke 17 wilayah tujuan.",sisi kesempatan gubernur khofifah membagikan paket sembako pengemudi truk bertugas mengirimkan minyak goreng wilayah tujuan
198,"Sawit selain digawe minyak goreng, digawe opo maneh emange?",sawit digawe minyak goreng digawe opo maneh emange
199,"Hidup begini amat, kemarin gula yang banyak kosong sekarang minyak goreng. Terus selanjutnya apa lg ya? Ya Rabb semua penuh misteri.",hidup kemarin gula kosong minyak goreng lg iya iya rabb penuh misteri
200,"@tijabar Wacana2 ini sengaja di tiup agar lupa kalau minyak goreng langka n mahal , agar lupa laporan pk Ubed.",wacana sengaja tiup lupa minyak goreng langka mahal lupa laporan pk ubed
201,Cuss ahh mau ke Qbig sekalian abis anter anak2 melipir ke Lulu buat blnja bulanan cari minyak goreng 😍 https://t.co/tVHZU7rWw4,cuss ahh qbig abis anter anak melipir lulu blnja bulanan cari minyak goreng
202,@katrinrienks @pengarang_sajak Itu fakta dimna zaman beliau BBM murah listrik murah sembako murah...lah ini minyak goreng aja langka 😃,sajak fakta dimna zaman beliau bbm murah listrik murah sembako murah minyak goreng langka
203,Pemerintah daerah Jatim berharap masyarakat kedepannya semakin mudah mendapatkan akses minyak goreng dengan harga sesuai ketetapan.,pemerintah daerah jatim berharap masyarakat kedepannya mudah akses minyak goreng harga sesuai ketetapan
204,@pikiran_rakyat Sebenarnya Jokowi masih punya kesempatan untuk memperbaiki kinerja nya sampai 2024 1.batalkan pindah ibukota dana nya terlampau besar disaat keuangan negara sedang sekarat 2.jaga harga2 kebutuhan pokok seperti minyak goreng yg sampai saat ini masih langka 3.tegakkah hukum dg bnar,rakyat jokowi kesempatan memperbaiki kinerja nya batalkan pindah ibukota dana nya terlampau disaat keuangan negara sekarat jaga harga kebutuhan pokok minyak goreng langka tegakkah hukum bnar
205,"Menurut Khofifah, pengiriman minyak goreng ini juga merupakan bagian dari proses panjang dan bentuk keseriusan pemerintah untuk menjaga stok komoditas itu di pasar atau di tingkat konsumen.",khofifah pengiriman minyak goreng proses bentuk keseriusan pemerintah menjaga stok komoditas pasar tingkat konsumen
